15.09.2015 13:15:45 Info: Database folder was successfully created!
15.09.2015 13:15:45 Info: The header file was created!
15.09.2015 13:15:45 Info: The hash file was created!
15.09.2015 13:15:45 Info: The free space file was created!
15.09.2015 13:15:45 Info: Table test was successfully created!
15.09.2015 13:15:45 Info: Database folder was successfully created!
15.09.2015 13:15:45 Info: The header file was created!
15.09.2015 13:15:45 Info: The hash file was created!
15.09.2015 13:15:45 Info: The free space file was created!
15.09.2015 13:15:45 Info: Table test was successfully created!
15.09.2015 13:15:45 Info: Database folder was successfully created!
15.09.2015 13:15:45 Info: The header file was created!
15.09.2015 13:15:45 Info: The hash file was created!
15.09.2015 13:15:45 Info: The free space file was created!
15.09.2015 13:15:45 Info: Table test was successfully created!
15.09.2015 13:15:45 Info: Record was successfully added in table test
15.09.2015 13:15:45 Info: Hash was successfully added!
15.09.2015 13:15:45 Info: Database folder was successfully created!
15.09.2015 13:15:45 Info: The header file was created!
15.09.2015 13:15:45 Info: The hash file was created!
15.09.2015 13:15:45 Info: The free space file was created!
15.09.2015 13:15:45 Info: Table test was successfully created!
15.09.2015 13:15:45 Info: Record was successfully added in table test
15.09.2015 13:15:45 Info: Hash was successfully added!
15.09.2015 13:15:45 Info: Database folder was successfully created!
15.09.2015 13:15:45 Info: The header file was created!
15.09.2015 13:15:45 Info: The hash file was created!
15.09.2015 13:15:45 Info: The free space file was created!
15.09.2015 13:15:45 Info: Table test was successfully created!
15.09.2015 13:15:45 Info: Record was successfully added in table test
15.09.2015 13:15:45 Info: Hash was successfully added!
15.09.2015 13:15:45 Info: Record was successfully added in table test
15.09.2015 13:15:45 Info: Hash was successfully added!
15.09.2015 13:16:48 Info: Database folder was successfully created!
15.09.2015 13:16:48 Info: The header file was created!
15.09.2015 13:16:48 Info: The hash file was created!
15.09.2015 13:16:48 Info: The free space file was created!
15.09.2015 13:16:48 Info: Table test was successfully created!
15.09.2015 13:16:48 Info: Database folder was successfully created!
15.09.2015 13:16:48 Info: The header file was created!
15.09.2015 13:16:48 Info: The hash file was created!
15.09.2015 13:16:48 Info: The free space file was created!
15.09.2015 13:16:48 Info: Table test was successfully created!
15.09.2015 13:16:48 Info: Database folder was successfully created!
15.09.2015 13:16:48 Info: The header file was created!
15.09.2015 13:16:48 Info: The hash file was created!
15.09.2015 13:16:48 Info: The free space file was created!
15.09.2015 13:16:48 Info: Table test was successfully created!
15.09.2015 13:16:48 Info: Record was successfully added in table test
15.09.2015 13:16:48 Info: Hash was successfully added!
15.09.2015 13:16:48 Info: Database folder was successfully created!
15.09.2015 13:16:48 Info: The header file was created!
15.09.2015 13:16:48 Info: The hash file was created!
15.09.2015 13:16:48 Info: The free space file was created!
15.09.2015 13:16:48 Info: Table test was successfully created!
15.09.2015 13:16:48 Info: Record was successfully added in table test
15.09.2015 13:16:48 Info: Hash was successfully added!
15.09.2015 13:16:48 Info: Database folder was successfully created!
15.09.2015 13:16:48 Info: The header file was created!
15.09.2015 13:16:48 Info: The hash file was created!
15.09.2015 13:16:48 Info: The free space file was created!
15.09.2015 13:16:48 Info: Table test was successfully created!
15.09.2015 13:16:48 Info: Record was successfully added in table test
15.09.2015 13:16:48 Info: Hash was successfully added!
15.09.2015 13:16:48 Info: Record was successfully added in table test
15.09.2015 13:16:48 Info: Hash was successfully added!
